id,quarter,course_id,title,description,subject_area,units,general_ed,prerequisites,unlocks
118,20243,AS AM     2,AMERICAN MIGRATION,"An examination of central themes in immigration law and policy, especially after the Immigration Act of 1965.  The class focuses on Asian immigrants, but covers immigration trends comparatively.  Topics include economic integ ration, interracial conflict, subsequent immigration reforms and their cons equences.",AS AM,4,"[""D"", ""D"", ""AMH"", ""ETH"", ""ETH"", ""ETH""]",[],[]
119,20243,ECON    193,ECON INTERNSHIP,Course enables students to obtain credit for economics-related internship e xperience. An eight to ten page written report is required and evaluated fo r credit.,ECON,1,[],[],[]
120,20243,EEMB    159,TROPICAL ECOLOGY,"Introduction to the structure and function of tropical ecosystems, includin g physical and chemical characteristics, nutrient cycling and transport, bi odiversity, biological interactions, conservation, and restoration. Discuss ion of case studies and the use ecological models as tools for exploring th e dynamics of habitat fragmentation, coral reef degradation, and the spread of infectious disease as it relates to climate change.",EEMB,4,[],[],[]
121,20243,CNCSP   199RA,INDEP RES ASST,Faculty supervised research assistance.,CNCSP,,[],[],[]
122,20243,ECON      3A,FINANCIAL ACCTG,"A two-quarter series providing an introduction to the purposes, conceptual framework, measurement principles and reporting issues of accounting. Parti cular emphasis will be placed on the links between accounting, economics, a nd finance.",ECON,4,[],[],[]
123,20243,HIST      2B,WORLD HISTORY,"Survey of the peoples, cultures, and social, economic, and political system s that have characterized the world's major civilizations in Europe, Asia, Africa, the Americas, and Oceania from 1000 to 1700 CE.",HIST,4,"[""EUR"", ""EUR"", ""E"", ""WRT"", ""E"", ""E1"", ""WRT""]",[],[]
124,20243,MATH      3A,CALC WITH APPLI 1,"Differential Calculus including analytic geometry, functions and limits, de rivatives, techniques and applications of   differentiation; introduction t o integration; logarithmic and trigonometric functions.",MATH,4,"[""QNT"", ""C""]",[],[]
125,20243,ART       1A,VISUAL LITERACY,"An introductory survey of visual culture, encompassing art   and film theory and practice, digital technologies,   television, advertising and print media, with a special focus   on current interdisciplinary methodologies.",ART,5,"[""F"", ""F"", ""WRT"", ""WRT""]",[],[]
126,20243,CLASS   196,CLASSICS INTERNSHIP,Course enables students to obtain credit for internship   experience relate d to the study of Classical antiquity and   the Classical tradition. Facult y supervision and a final   report are required.,CLASS,4,[],[],[]
127,20243,MCDB    109L,LAB IN BIOCHEMISTRY,"Laboratory techniques in biochemistry. Focus will be on   contemporary biochemical techniques used in biomedical research   including the analysis of proteins, recombinant DNA expression and   protein purification, enzyme regulation, steady-state kinetic   analysis and metabolic control. Emphasis will be on both   theoretical and practical aspects.",MCDB,4,[],[],[]
128,20243,FAMST   188SS,STORYTELLING SCREEN,"Part one of a two-part program. Aimed at students who already have basic sc reenwriting strengths, and are in the intermediate-to-advanced skill range. While focus will depend on the writer-in-residence, the course will includ e sessions in plot and structure, character and dialogue, tension and confl ict, tone and symbolism, and revision strategies.",FAMST,4,[],[],[]
129,20243,MCDB W  111,HUMAN PHYSIOLOGY,"Fundamentals of human physiology at the molecular, cellular and organismal levels. Emphasis on homeostatic mechanisms regulating intercellular communi cation, muscle function, circulation, metabolism and body fluid balance/com position.",MCDB W,4,[],[],[]
130,20243,COMM W  107,INTERPERSONAL COMM,"Survey of theory and research in interpersonal communication,   including s ocial and intimate relationships and conversational   interaction.",COMM W,4,[],[],[]
131,20243,GEOG    176A,INTRO GEOG INF SYS,Comprehensive overview of Geographic Information Systems   and Science. Top ics span the nature of geographic   information and the procedures for oper ating GIS. Labs   provide hands-on experience with GIS and related software .,GEOG,4,[],[],[]
132,20243,GER       1,ELEMENTARY GERMAN,"Beginning course in German. Student acquires the basic   structure of the language, communicative skills, a limited   general vocabulary, correct pronunciation, and an ability   to read and understand simple cultural texts.",GER,5,[],[],[]
133,20243,COMM    179,MUSIC COMM,"Examines music as a form of communication distinct from   traditional verba l   and nonverbal forms, and considers how our relationship   with music sh apes and   reflects our social, emotional, or cognitive states and   identi ties. Takes a   social scientific approach to this domain with detours   in to some less   empirical areas such as how we ascribe meaning to music,   a nd the   sociopolitical impact that music may have. Not a music   skills or appreciation   class.",COMM,4,[],[],[]
134,20243,DANCE   163,ADV IMPROV,"An Advanced-level studio course focusing on various approaches and applicat ions of dance improvisation. Topics covered include solo and group improvis ation, score building and utilization, contact improvisation (CI), and impr ovisation for performance and site-specific  work. Students are assigned re adings and viewings to ground their work in the classroom within past and c urrent theory and improvisational practices.",DANCE,2,[],[],[]
135,20243,FEMST   199RA,IND RES FEMST,Research assistance or independent project under the guidance   of a faculty member. Students must prepare a written plan with   a faculty advisor. For P/NP credit only.,FEMST,,[],[],[]
136,20243,EARTH   187,TEACHING PRACTICUM,"Students will assist instructors in teaching course in which   the student previously received a grade of A- or better.   Activities will be determined in consultation with the   instructor and may include assisting in laboratories,   tutorials, discussion sections and field trips.",EARTH,,[],[],[]
137,20243,INT      95A,MDRN RESEARCH UNIV,"Examines the mission of the modern research university and introduces stude nts to different kinds of work that faculty and staff are engaged in at UCS B, from the administration of the University to faculty research and the pr oduction of creative projects. Lectures and TA sections explore opportuniti es for undergraduate research, internships, the Honors Program, studying ab road, as well as discussing the various resources available to excel as a s tudent. Designed for first-generation college students.",INT,2,[],[],[]
138,20243,MATH    104B,NUMERICAL ANALYSIS,"Numerical methods for the solution of systems of linear   equations (direct and iteractive methods), and the finite   difference methods for boundary value problems for   (ordinary and partial) differential equations.",MATH,4,[],[],[]
139,20243,CH E    196,UNDERGRAD RESEARCH,"Research opportunities for undergraduate students. Students are expected to   give regular oral presentations, actively participate in a weekly seminar, and   prepare at least one written report on their research.",CH E,,[],[],[]
140,20243,COMM    102,MASS COMM THEORY,"Designed to provide a succinct and accessible, yet   comprehensive and soph isticated, understanding of the   appropriate uses of media theories in an effort to shed light on the   important role of theory in our everyday inte ractions with   media and the social environment.",COMM,4,[],[],[]
141,20243,FAMST   109EP,TOPICS IN FILM PROD,"Focus on one or more aspects of film production such as music,   writing, directing, design, acting, independent filmmaking,   cinematography, producing. Topics will vary.",FAMST,4,[],[],[]
142,20243,HIST    196,INTERNSHIP HISTORY,"Course enables students to obtain credit for history-related internship experience, such as in the Capitol Hill or Sacramento programs.",HIST,,[],[],[]
143,20243,CNCSP   112,POSITIVE PSYCH,"Positive Psychology examines how people live life well.  It   looks at those factors associated with living a happy,   meaningful life. Course examines key concepts that include   hope, gratitude, grit and optimism to promote well-being   and authentic happiness.",CNCSP,4,[],[],[]
144,20243,INT     192DC,WASH CTR INTERNSHIP,Courses designed for students to obtain credit for internship while at the Washington Center.,INT,,[],[],[]
145,20243,COMM    128,INTERGROUP COMM,"Survey of theory and research concerning language and communication between various social groups (e.g., inter-social and inter-ethnic groups), with e mphasis on understanding the role communication plays in integrating and di fferentiating group members.",COMM,4,[],[],[]
146,20243,FR      154F,TIME OFF IN PARIS,"Paris and Parisian life in nineteenth- and twentieth-century literature, art and cinema.  Drawing upon history, architecture, and art history, we explore the shock of urbanization, the relations between the culture and life of the city, and the rise of avant-garde aesthetics.",FR,4,"[""E"", ""E"", ""G"", ""G"", ""WRT"", ""WRT""]",[],[]
147,20243,LING    106,INTRO TO PHONETICS,An introduction to the articulatory and acoustic properties of speech sound s. Survey of speech sounds found in the languages of the world. Emphasis on ear training and transcription using the International Phonetic Alphabet.,LING,4,"[""C""]",[],[]
148,20243,AS AMW    1,INTRO AS AM HISTORY,"Historical survey of Asian Americans in the United States from 1850 to the present. Topics include: Immigration patterns, settlement and employment, r ace and gender relations, community development, and transnational connecti ons.",AS AMW,4,"[""D"", ""ETH"", ""D"", ""ETH"", ""ETH"", ""AMH""]",[],[]
149,20243,CMPSC   199,IND STUD COMP SCI,Independent studies in computer science for advanced students.,CMPSC,,[],[],[]
150,20243,FR        2,ELEMENTARY FRENCH,"A continuation of French 1. Targets students' developing knowledge of the f undamentals of French language, focusing on speaking, reading, and writing abilities through a focus on French and Francophone culture. Meets four day s a week; in French.",FR,5,"[""H""]",[],[]
